Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,USG_GROUP,USG_CODE,USG_PRIORI
468,633333,4,5,5396.6185,834,633333,0,4432946.717,2982174.871,5506744.439,5198044.942,834,468,220292.6948,633005.4933,1,13,5340,2
469,633339,4,4,599.2548,826,633339,0,615307.6687,413935.7372,764354.3446,721505.8332,826,469,220675.7272,632991.8938,2,15,5760,1
470,633342,3,3,734.829,836,633342,0,503009.0916,338389.1502,624853.5556,589825.2406,836,470,220210.625,632753.5904,4,16,6520,1
471,633345,4,4,399.856,836,633345,0,410567.3633,276200.855,510019.5624,481428.6619,836,471,220426.8971,632639.2043,0,13,5340,1
472,633346,4,1,138.8368,841,633346,0,285111.9348,191803.2635,354174.9228,334320.4295,841,472,220762.1448,632557.4048,3,20,5523,1
473,633350,3,10,4779.991,855,633350,0,3926430.117,2641426.116,4877533.748,4604106.82,855,473,220163.5297,632359.7556,4,16,6520,2
474,633353,4,3,3355.4613,835,633353,0,2296898.381,1545191.735,2853278.686,2693328.337,835,474,220667.7744,632798.2608,0,13,5305,2
475,633360,4,2,2812.63,835,633360,0,2887974.878,1942826.445,3587532.316,3386420.854,835,475,220594.7026,632866.9206,3,20,5501,1
476,633362,4,4,4141.966,836,633362,0,4252921.2,2861066.36,5283111.136,4986948.173,836,476,220560.4886,632741.0708,3,13,5305,2
477,633386,3,17,27601.86045,853,633386,0,23339861.6,15701417.86,28993502.81,27368172.3,853,477,220466.7998,632318.9163,0,15,5740,2
478,633401,3,4,1885.6202,835,633401,0,968066.1458,651246.8382,1202561.909,1135148.165,835,478,220500.0391,632822.1382,5,16,6530,1
479,633409,4,5,1863.0075,853,633409,0,1530331.073,1029499.148,1901024.908,1794456.42,853,479,219590.8581,632839.2581,3,12,5000,1
480,633415,4,2,2876.0185,855,633415,0,2953061.432,1986612.102,3668384.86,3462740.931,855,480,220144.3269,632285.0977,3,13,5340,1
481,633438,3,3,4467.8334,841,633438,0,3058345.302,2057439.687,3799171.761,3586196.122,841,481,220852.961,632208.1373,0,16,6520,1
482,633446,3,8,5081.3804,845,633446,0,3913125.511,2632475.712,4861006.352,4588505.924,845,482,220709.5748,632068.4034,1,16,6520,1
483,633467,4,5,3253.68925,836,633467,0,2672679.397,1797990.782,3320085.565,3133966.751,836,483,220335.9998,632567.8708,3,12,1000,1
484,633472,4,4,1099.1868,857,633472,0,1128631.873,759264.17,1402021.654,1323426.509,857,484,220137.8632,632068.8931,2,11,7600,2
485,633478,4,5,878.73,851,633478,0,721815.5718,485586.7659,896661.7783,846396.3187,851,485,220384.9211,632167.011,5,20,5521,1
486,633481,3,2,138.255,835,633481,0,141958.5821,95499.75293,176345.3708,166459.7246,835,486,220465.8447,632877.8884,1,16,6520,1
487,633491,4,3,1116.02295,826,633491,0,763946.0204,513929.1695,948997.5333,895798.213,826,487,220581.9548,633004.1617,1,20,5521,1
488,633498,4,6,14368.0857,841,633498,0,9835319.15,6616511.203,12217739.69,11532832.27,841,488,220492.4323,632443.8881,4,16,6530,1
489,633499,4,5,26608.0235,832,633499,0,21856640.49,14703610.98,27150999.36,25628956.72,832,489,219882.6498,632837.6198,3,13,5300,2
490,633520,1,1,138.1622,834,633520,2553375.618,0,0,0,0,834,490,220299.0494,632840.4407,3,0,0,0
491,633533,3,2,3796.5251,841,633533,0,3898226.611,2622452.78,4842498.474,4571035.569,841,491,220776.9998,632260.587,2,16,6520,1
492,633542,4,6,6205.8054,832,633542,0,6372046.837,4286665.093,7915554.985,7471821.329,832,492,219710.2273,632850.0354,1,11,5900,1
493,633560,3,3,445.04505,835,633560,0,304644.6266,204943.4852,378439.0408,357224.3389,835,493,220571.8021,632798.9455,2,16,6520,1
494,633574,3,8,2330.6424,845,633574,0,1794806.827,1207419.84,2229564.925,2104578.996,845,494,220859.4448,632089.6548,2,16,6530,1
495,633577,3,3,244.6815,825,633577,0,167490.6938,112675.9625,208062.1549,196398.5153,825,495,220809.2307,632946.5596,4,16,6520,1
496,633580,4,4,846.102,854,633580,0,868767.4242,584445.64,1079209.945,1018711.12,854,496,219923.8222,632318.7293,1,13,5340,1
497,633586,3,4,631.8336,856,633586,0,648759.1912,436439.5696,805908.8675,760730.8745,856,497,220059.2484,632111.7891,5,16,6512,1
498,633588,4,3,264.4125,834,633588,0,180997.0638,121762.0986,224840.1883,212235.9984,834,498,220146.8183,632835.3781,5,20,5521,1
499,633589,4,1,572.993,855,633589,0,1176684.732,791590.7552,1461714.413,1379772.984,855,499,220106.4248,632122.9121,4,20,5521,1
500,633593,4,3,689.2689,835,633593,0,471822.0473,317408.6996,586112.0382,553255.5122,835,500,220370.7832,632813.2401,3,13,5340,1
501,633599,4,3,1075.0572,841,633599,0,735903.9254,495064.4196,914162.7698,862916.2319,841,501,220802.6053,632308.2482,5,13,5310,1
502,633602,3,7,5596.02785,845,633602,0,4925086.744,3313252.078,6118096.104,5775125.187,845,502,220798.4727,632084.6807,4,16,6520,1
503,633669,4,7,945.315,853,633669,0,831975.5547,559694.657,1033505.939,975569.2094,853,503,220041.0061,632477.3879,2,16,6520,1
504,633673,3,3,1263.5232,821,633673,0,864913.6833,581853.114,1074422.708,1014192.248,821,504,220815.7998,632769.668,5,11,7600,2
505,633692,3,6,10631.4255,845,633692,0,10916220.68,7343665.752,13560469.22,12800290.48,845,505,220728.9934,632135.0874,3,11,7600,2
506,633693,4,4,1479.8124,834,633693,0,759726.8456,511090.8053,943756.343,890850.8356,834,506,220199.0548,632884.1548,2,20,5521,1
507,633703,3,25,15440.5725,845,633703,0,12683356.28,8532470.342,15755660.09,14872422.38,845,507,220521.3664,632068.7534,0,16,6530,1
508,633723,4,3,4145.60205,855,633723,0,2837769.768,1909051.977,3525165.965,3327550.664,855,508,220019.7108,632261.9263,0,20,5521,1
509,633727,4,3,10343.88255,856,633727,0,7080650.008,4763363.485,8795803.908,8302724.871,856,509,219925.9692,632142.6791,2,11,7600,1
510,633728,4,5,5134.3245,845,633728,0,4217490.44,2837231.037,5239097.944,4945402.291,845,510,220450.4498,632114.8359,5,15,5740,1
511,633730,4,7,5457.67495,845,633730,0,4803321.797,3231337.183,5966835.895,5632344.389,845,511,220833.6273,632075.725,2,11,5900,1
512,633747,4,5,6866.65675,841,633747,0,5640480.886,3794518.958,7006780.982,6613991.778,841,512,220852.0248,632561.2078,5,15,5740,1
513,633756,3,5,4867.49325,836,633756,0,3998307.129,2689779.915,4966821.61,4688389.344,836,513,220483.3823,632507.8115,2,11,7600,2
514,633807,3,4,453.8704,826,633807,0,466028.7039,313511.3455,578915.3665,546462.2748,826,514,220504.2585,632978.706,5,16,6520,1
515,633834,3,3,1853.565,835,633834,0,1268812.263,853567.6806,1576158.1,1487801.138,835,515,220506.5124,632872.4351,5,16,6520,1
516,633836,3,3,3719.02305,835,633836,0,2545765.621,1712612.117,3162429.322,2985148.47,835,516,220670.4498,632871.7317,0,16,6520,1
517,633841,3,5,793.40075,826,633841,0,651723.5283,438433.7671,809591.2593,764206.8371,826,517,220571.6174,632982.4259,1,16,6520,1
518,633844,3,2,214.685,826,633844,0,220435.9929,148293.8372,273832.454,258481.8341,826,518,220590.8134,632937.814,5,16,6520,1
519,633850,4,3,8336.5308,821,633850,0,5706566.813,3838976.923,7088874.978,6691483.713,821,519,220841.6423,632826.1972,4,11,7600,1
520,633864,3,4,575.6544,826,633864,0,295537.5299,198816.8709,367125.9218,346545.4157,826,520,220533.3709,632972.4382,4,16,6520,1
521,633868,4,2,5350.8456,855,633868,0,5494184.329,3696100.921,6825046.844,6442445.372,855,521,220112.5179,632307.4872,3,20,5521,1
522,633869,4,4,2053.872,851,633869,0,1054445.615,709356.8715,1309865.175,1236436.178,851,522,220285.5516,632141.9997,3,20,5521,1
523,633870,4,4,6298.4798,853,633870,0,6467203.803,4350680.01,8033761.932,7583401.778,853,523,219828.247,632679.4994,2,12,1000,1
524,633876,4,3,798.5574,835,633876,0,546632.798,367736.1127,679044.282,640978.1196,835,524,220589.2498,632814.7498,1,20,5521,1
525,633901,4,6,2253.435,834,633901,0,1542533.422,1037708.031,1916183.047,1808764.816,834,525,220197.4196,632998.613,1,13,5305,2
526,633913,4,5,2066.4195,833,633913,0,1697419.882,1141904.751,2108587.83,1990383.687,833,526,220273.8948,632638.5946,4,12,5202,1
527,633914,4,3,1224.8937,834,633914,0,838470.8106,564064.2085,1041574.548,983185.5048,834,527,220174.1533,632769.6993,1,13,5340,1
528,633948,4,4,1098.8912,841,633948,0,1128328.354,759059.984,1401644.614,1323070.605,841,528,220856.7891,632517.716,0,13,5310,1
529,634021,4,5,1536.676,836,634021,0,1262272.445,849168.1506,1568034.134,1480132.588,836,529,220465.143,632629.7623,3,0,0,0
530,634030,4,2,1766.9172,852,634030,0,1814249.47,1220499.483,2253717.181,2127377.314,852,530,220316.3871,632278.6751,5,13,5340,1
531,634040,4,6,1183.62,845,634040,0,810217.9159,545057.6474,1006477.923,950056.3414,845,531,220789.5569,632149.1435,0,11,5900,1
532,634052,4,4,1254.17,851,634052,0,1287766.771,866318.9406,1599703.98,1510027.072,851,532,220368.6066,632145.1376,0,13,5310,1
533,634087,4,5,6401.69775,841,634087,0,5258549.409,3537582.314,6532333.81,6166141.373,841,533,220819.3998,632378.672,2,15,5740,1
534,634185,1,4,3444.579,836,634185,28000637.9,0,0,0,0,836,534,220493.7148,632591.6402,2,0,0,0
535,634465,1,1,113.81985,834,634465,2103504.648,0,0,0,0,834,535,220175.0524,632795.9053,1,0,0,0
536,634634,1,1,177.8025,854,634634,3497232.794,0,0,0,0,854,536,219798.5987,632495.2255,5,0,0,0
537,634689,1,1,173.3625,836,634689,5636985.637,0,0,0,0,836,537,220679.182,632584.0811,2,0,0,0
538,634907,1,1,356.68215,834,634907,19775528.44,0,0,0,0,834,538,220031.9748,632803.8671,4,0,0,0
539,635277,1,1,460.3675,853,635277,23485648.01,0,0,0,0,853,539,219934.866,632648.8341,1,0,0,0
540,636025,1,1,160.8982,834,636025,5947119.268,0,0,0,0,834,540,220352.2552,632886.9034,5,0,0,0
541,636060,1,1,172.82955,836,636060,5619656.448,0,0,0,0,836,541,220382.4716,632680.5199,3,0,0,0
542,636062,1,1,244.788,825,636062,5646916.362,0,0,0,0,825,542,220862.3764,632890.0061,1,0,0,0
543,636063,1,1,103.064,826,636063,3508999.476,0,0,0,0,826,543,220660.4042,632935.9978,4,0,0,0
544,636073,1,1,126.9025,832,636073,4655392.931,0,0,0,0,832,544,219745.1459,632940.9228,0,0,0,0
545,636076,1,1,239.5504,835,636076,7697473.003,0,0,0,0,835,545,220659.0681,632729.7705,5,0,0,0
546,636145,1,1,1341.49095,855,636145,25511267.02,0,0,0,0,855,546,220167.9898,632133.425,0,0,0,0
547,636209,1,1,100.9991,841,636209,1854616.094,0,0,0,0,841,547,220546.3948,632471.7848,5,0,0,0
548,636210,1,1,235.8572,835,636210,7578799.408,0,0,0,0,835,548,220419.3398,632890.7665,4,0,0,0
549,636211,1,1,101.4019,841,636211,3724025.18,0,0,0,0,841,549,220732.6481,632413.0005,5,0,0,0
550,636278,1,1,155.26235,836,636278,2524224.204,0,0,0,0,836,550,220327.2014,632717.8553,0,0,0,0
551,636296,1,1,483.43605,845,636296,10213505.27,0,0,0,0,845,551,220762.6693,632190.7862,1,0,0,0
552,636311,1,1,313.2271,836,636311,10184766.97,0,0,0,0,836,552,220281.9518,632699.4994,5,0,0,0
553,636394,3,1,17.05,825,636394,0,35013.47257,23554.60255,43494.82583,41056.57379,825,553,220817.6998,632980.3098,5,0,0,0
554,636435,1,1,143.4864,853,636435,2439986.232,0,0,0,0,853,554,220592.917,632296.2479,1,0,0,0
555,636475,3,1,46.3774,833,636475,0,95239.52039,64070.45303,118309.4977,111677.2519,833,555,219909.0629,632751.9798,1,0,0,0
556,636476,1,1,98.5449,833,636476,3713329.658,0,0,0,0,833,556,220285.8461,632654.4539,3,0,0,0
557,636496,1,1,2252.1508,852,636496,75176793.7,0,0,0,0,852,557,220473.3636,632240.4616,5,0,0,0
558,636509,1,1,307.9896,836,636509,10014466.52,0,0,0,0,836,558,220559.1498,632596.7498,5,0,0,0
559,636640,1,1,208.37955,854,636640,4098658.882,0,0,0,0,854,559,220009.2868,632383.5653,5,0,0,0
560,636683,1,1,61.20395,833,636683,1153131.429,0,0,0,0,833,560,220123.4479,632722.8883,5,0,0,0
561,636871,1,1,240.2412,854,636871,9450704.047,0,0,0,0,854,561,219938.4758,632272.0929,0,0,0,0
562,636906,1,1,643.8437,853,636906,21897124.24,0,0,0,0,853,562,219613.4356,632810.6184,0,0,0,0
563,636924,1,1,216.97045,851,636924,4827288.669,0,0,0,0,851,563,220205.5008,632187.7331,1,0,0,0
564,636943,1,1,225.886,834,636943,4174599.166,0,0,0,0,834,564,220221.3001,632971.7227,2,0,0,0
565,636946,1,1,87.682,836,636946,1425516.403,0,0,0,0,836,565,220503.4998,632696.5948,2,0,0,0
566,636972,1,1,118.8866,836,636972,1932834.542,0,0,0,0,836,566,220629.4998,632641.7498,0,0,0,0
567,636989,1,1,283.1018,854,636989,5568385.703,0,0,0,0,854,567,219915.256,632399.9695,0,0,0,0
568,637090,1,1,216.9024,825,637090,5003634.62,0,0,0,0,825,568,220824.9998,632899.4998,0,0,0,0
569,637107,1,1,235.7517,836,637107,3832803.942,0,0,0,0,836,569,220776.51,632760.6778,3,0,0,0
570,637116,1,1,152.8867,834,637116,5650998.204,0,0,0,0,834,570,220034.1358,632904.4815,4,0,0,0
571,637119,1,1,140.049,834,637119,5176491.138,0,0,0,0,834,571,220039.2498,632825.8448,4,0,0,0
572,637142,1,1,134.7966,856,637142,5290038.859,0,0,0,0,856,572,219957.1399,632092.0619,5,0,0,0
573,637197,1,1,114.568,832,637197,4202904.256,0,0,0,0,832,573,219898.9098,632994.8756,2,0,0,0
574,637213,1,1,353.4635,851,637213,15728135.78,0,0,0,0,851,574,220227.4998,632129.6189,1,0,0,0
575,637304,1,1,185.672,834,637304,3431404.232,0,0,0,0,834,575,220280.8765,632912.4898,4,0,0,0
576,637461,1,1,137.97405,856,637461,5414736.618,0,0,0,0,856,576,220071.5472,632073.5207,5,0,0,0
577,637478,1,1,257.02335,851,637478,11436819.21,0,0,0,0,851,577,220261.864,632083.0957,2,0,0,0
578,637514,3,1,42.03725,833,637514,0,86326.69208,58074.5288,107237.7048,101226.1265,833,578,220106.6886,632725.4833,5,0,0,0
579,637526,1,1,199.2752,854,637526,7839167.215,0,0,0,0,854,579,219892.8146,632273.51,5,0,0,0
580,637528,1,1,479.7729,855,637528,9123889.029,0,0,0,0,855,580,220196.6684,632219.7469,4,0,0,0
581,637532,1,1,754.16155,833,637532,28418015.04,0,0,0,0,833,581,220091.603,632648.5519,5,0,0,0
582,637617,1,1,744.40675,854,637617,14641884.67,0,0,0,0,854,582,219885.6948,632499.8038,0,0,0,0
583,637628,1,1,145.9373,825,637628,3366569.142,0,0,0,0,825,583,220842.3548,632961.6548,5,0,0,0
584,637653,1,1,177.35485,854,637653,3488427.877,0,0,0,0,854,584,219988.4314,632398.0759,3,0,0,0
585,637667,1,1,188.2088,854,637667,7403832.764,0,0,0,0,854,585,219984.7647,632325.8876,2,0,0,0
586,637686,1,1,264.15695,853,637686,8983977.869,0,0,0,0,853,586,220541.4804,632356.7487,1,0,0,0
587,637746,1,1,75.736,836,637746,2462601.452,0,0,0,0,836,587,220281.5345,632721.771,3,0,0,0
588,637747,1,1,94.769,826,637747,3226581.263,0,0,0,0,826,588,220707.3461,632990.5953,1,0,0,0
589,637803,1,1,246.1319,834,637803,13646290.93,0,0,0,0,834,589,220172.7498,632811.3448,5,0,0,0
590,637852,1,1,88.44655,841,637852,1624117.395,0,0,0,0,841,590,220728.4529,632403.199,4,0,0,0
591,637870,1,1,739.42885,833,637870,27862863.31,0,0,0,0,833,591,219863.59,632758.5968,2,0,0,0
592,638065,1,1,110.645,826,638065,3767108.272,0,0,0,0,826,592,220464.3948,632968.1298,4,0,0,0
593,638077,1,1,131.88005,841,638077,2421673.691,0,0,0,0,841,593,220703.955,632341.2937,2,0,0,0
594,638152,1,1,90.5854,836,638152,4418157.894,0,0,0,0,836,594,220265.5833,632721.9639,5,0,0,0
595,638158,1,1,228.30965,854,638158,8981335.979,0,0,0,0,854,595,219950.1282,632386.9535,0,0,0,0
596,638233,1,1,75.53085,835,638233,1213516.402,0,0,0,0,835,596,220511.1711,632794.1024,3,0,0,0
597,638249,1,1,174.2465,832,638249,6392198.14,0,0,0,0,832,597,219734.6637,632865.9365,3,0,0,0
598,638280,1,1,547.4359,852,638280,9136705.171,0,0,0,0,852,598,220358.3548,632325.1741,3,0,0,0
599,638423,1,1,79.43655,836,638423,1291463.527,0,0,0,0,836,599,220233.1929,632726.5797,2,0,0,0
600,638519,1,1,79.886,854,638519,3142587.297,0,0,0,0,854,600,220014.9998,632350.2498,2,0,0,0
601,638573,1,1,130.61235,854,638573,2569040.333,0,0,0,0,854,601,219959.3657,632465.0854,1,0,0,0
602,638581,1,1,169.3328,826,638581,5765240.107,0,0,0,0,826,602,220678.7498,632956.4998,1,0,0,0
603,638623,4,1,135.9885,835,638623,0,279262.734,187868.3324,346908.8635,327461.6941,835,603,220700.2049,632747.3739,5,0,0,0
604,638670,1,1,641.22685,841,638670,35323967.33,0,0,0,0,841,604,220764.5497,632448.6421,3,0,0,0
605,638673,1,1,126.9305,836,638673,4127221.316,0,0,0,0,836,605,220351.6528,632716.0455,4,0,0,0
606,638753,1,1,166.48015,836,638753,2706600.95,0,0,0,0,836,606,220651.118,632709.0623,4,0,0,0
607,639082,1,1,141.975,833,639082,2674922.691,0,0,0,0,833,607,220241.1502,632583.4118,0,0,0,0
608,639282,1,1,136.6601,832,639282,2506674.272,0,0,0,0,832,608,219971.6919,632966.722,3,0,0,0
609,639337,1,1,89.2588,841,639337,3278064.994,0,0,0,0,841,609,220791.7356,632604.3803,3,0,0,0
610,639549,3,1,187.6376,841,639549,0,385328.0915,259221.6475,478666.5531,451833.2533,841,610,220592.6966,632444.049,2,0,0,0
611,639550,1,1,108.3485,854,639550,4262256.463,0,0,0,0,854,611,220004.2227,632358.2671,5,0,0,0
612,639760,1,1,171.0747,856,639760,6713758.439,0,0,0,0,856,612,219962.3048,632106.4998,2,0,0,0
613,639805,1,1,658.2949,852,639805,21973883.76,0,0,0,0,852,613,220448.3246,632281.1252,3,0,0,0
614,639825,1,1,140.12995,856,639825,5499344.055,0,0,0,0,856,614,220016.9452,632105.5918,1,0,0,0
615,639921,1,1,270.16405,854,639921,5313910.521,0,0,0,0,854,615,219826.1555,632529.8101,3,0,0,0
616,640122,1,1,109.4773,832,640122,4016152.941,0,0,0,0,832,616,219903.2668,632975.1287,4,0,0,0
617,640126,1,1,676.25095,854,640126,13301314.66,0,0,0,0,854,617,219840.5015,632478.5592,5,0,0,0
618,640130,1,1,196.9576,854,640130,7747996.544,0,0,0,0,854,618,219867.7051,632288.9187,2,0,0,0
619,640177,1,1,178.48725,853,640177,9105527.059,0,0,0,0,853,619,220401.1106,632465.3201,3,0,0,0
620,640206,1,1,589.95695,835,640206,18957086.67,0,0,0,0,835,620,220606.8705,632833.0778,4,0,0,0
621,640247,1,1,239.4425,836,640247,3892808.23,0,0,0,0,836,621,220625.0405,632686.5651,5,0,0,0
622,640252,1,1,453.01,833,640252,8535071.162,0,0,0,0,833,622,220222.2498,632614.3448,0,0,0,0
623,640267,1,1,164.7945,856,640267,3233647.246,0,0,0,0,856,623,219883.8665,632197.4507,1,0,0,0
624,640275,1,1,394.732,841,640275,14496689.98,0,0,0,0,841,624,220564.6288,632440.5693,2,0,0,0
625,640385,1,1,169.31855,855,640385,3219947.731,0,0,0,0,855,625,220065.4846,632408.9009,1,0,0,0
626,640636,1,1,123.43005,835,640636,3966177.797,0,0,0,0,835,626,220451.6493,632850.9513,4,0,0,0
627,640642,1,1,249.34355,835,640642,8012156.292,0,0,0,0,835,627,220693.4695,632847.9447,4,0,0,0
628,640666,1,1,124.7301,833,640666,4700029.931,0,0,0,0,833,628,220003.3042,632747.3036,1,0,0,0
629,641009,1,1,204.06735,854,641009,4013841.361,0,0,0,0,854,629,219973.9051,632456.6778,1,0,0,0
630,641268,1,1,494.8244,833,641268,9322887.942,0,0,0,0,833,630,220102.794,632684.7301,5,0,0,0
631,641774,1,1,216.3283,825,641774,4990390.937,0,0,0,0,825,631,220828.8998,632933.6748,1,0,0,0
632,641807,1,1,101.852,834,641807,3764653.624,0,0,0,0,834,632,220145.8972,632941.2651,3,0,0,0
633,641822,1,1,503.945,914,641822,18021980.69,0,0,0,0,914,633,219587.3184,632950.3141,2,0,0,0
634,641844,1,1,135.2358,833,641844,5095901.533,0,0,0,0,833,634,220187.7972,632729.4985,2,0,0,0
635,641915,1,1,147.903,834,641915,2733395.343,0,0,0,0,834,635,220094.2568,632861.1866,2,0,0,0
636,641918,1,1,170.875,834,641918,3157940.875,0,0,0,0,834,636,220275.3084,632855.6081,3,0,0,0
637,641932,1,1,54.5398,856,641932,1070196.36,0,0,0,0,856,637,220098.5467,632089.5163,1,0,0,0
638,641939,1,1,350.1055,836,641939,5691945.13,0,0,0,0,836,638,220611.1073,632557.5123,4,0,0,0
639,641976,1,1,104.5,834,641976,1931264.5,0,0,0,0,834,639,220142.9498,632753.6898,4,0,0,0
640,641980,1,1,684.915,835,641980,22008373.69,0,0,0,0,835,640,220496.3133,632847.8613,4,0,0,0
641,641988,1,1,149.7233,834,641988,2767036.307,0,0,0,0,834,641,220322.4442,632841.434,0,0,0,0
642,642009,1,1,147.9048,856,642009,5804464.946,0,0,0,0,856,642,220005.3843,632143.238,2,0,0,0
643,642033,1,1,111.1179,836,642033,3613065.146,0,0,0,0,836,643,220213.6025,632730.0002,1,0,0,0
644,642038,1,1,455.68555,856,642038,8941598.924,0,0,0,0,856,644,219865.2018,632180.6162,3,0,0,0
645,642110,1,1,134.79,852,642110,2249645.1,0,0,0,0,852,645,220319.19,632310.3839,0,0,0,0
646,642118,1,1,370.6383,834,642118,6849766.422,0,0,0,0,834,646,220293.1891,632940.7791,3,0,0,0
647,642128,1,1,157.1558,832,642128,8647843.823,0,0,0,0,832,647,219830.515,632930.0655,0,0,0,0
648,642166,1,1,394.82495,834,642166,7296759.901,0,0,0,0,834,648,220224.1635,632935.9522,0,0,0,0
649,642173,1,1,172.5991,834,642173,3189803.967,0,0,0,0,834,649,220268.3358,632805.6472,0,0,0,0
650,642178,1,1,243.13655,853,642178,4134537.033,0,0,0,0,853,650,219982.3479,632571.8028,2,0,0,0
651,642217,1,1,148.0184,826,642217,5039552.977,0,0,0,0,826,651,220693.6211,632962.9702,2,0,0,0
652,642230,1,1,149.34305,853,642230,5079157.131,0,0,0,0,853,652,220143.2423,632546.6534,4,0,0,0
653,642291,1,1,270.305,851,642291,18041723.15,0,0,0,0,851,653,220390.0621,632072.9313,3,0,0,0
654,642341,1,1,99.152,834,642341,3664856.224,0,0,0,0,834,654,220112.8449,632771.6915,2,0,0,0
655,642345,1,1,142.3425,834,642345,5261263.484,0,0,0,0,834,655,220361.38,632965.4214,2,0,0,0
656,642380,1,1,514.8074,851,642380,11453743.72,0,0,0,0,851,656,220330.4159,632059.6734,3,0,0,0
657,642394,1,1,222.06595,826,642394,7560635.16,0,0,0,0,826,657,220597.8173,632979.2647,2,0,0,0
658,642410,1,1,238.78415,832,642410,8759748.973,0,0,0,0,832,658,219926.4307,632959.9708,0,0,0,0
659,642416,3,1,23.5719,853,642416,0,48406.69056,32564.61793,60132.29823,56761.37546,853,659,219975.4303,632583.0628,0,0,0,0
660,642443,1,1,232.5109,836,642443,3780115.665,0,0,0,0,836,660,220645.4354,632685.2125,1,0,0,0
661,642444,1,1,182.868,836,642444,5946062.669,0,0,0,0,836,661,220762.8674,632731.1342,0,0,0,0
662,642487,1,1,338.48005,833,642487,12754470.38,0,0,0,0,833,662,219842.2596,632773.6456,0,0,0,0
663,642542,1,1,261.08885,841,642542,19177184.09,0,0,0,0,841,663,220680.0548,632328.2205,0,0,0,0
664,642556,1,1,131.29185,854,642556,2582405.553,0,0,0,0,854,664,219992.5454,632422.8686,2,0,0,0
665,642565,1,1,125.0015,834,642565,4620305.443,0,0,0,0,834,665,220125.5729,632968.9636,3,0,0,0
666,642568,1,1,300.8751,854,642568,11835944.56,0,0,0,0,854,666,219969.0785,632257.6786,0,0,0,0
667,642599,1,1,143.6234,836,642599,2335000.485,0,0,0,0,836,667,220560.7151,632692.1831,1,0,0,0
668,642639,1,1,1293.4563,852,642639,43175571.29,0,0,0,0,852,668,220364.5564,632285.8341,0,0,0,0
669,642735,1,1,485.34985,833,642735,18288759.67,0,0,0,0,833,669,220161.2016,632650.6513,0,0,0,0
670,642745,1,1,134.58365,832,642745,7405761.583,0,0,0,0,832,670,220002.7372,632855.5176,0,0,0,0
671,642771,1,1,404.2166,834,642771,7470326.984,0,0,0,0,834,671,220267.4788,632882.2007,3,0,0,0
672,642788,3,1,44.29755,853,642788,0,90968.39013,61197.13689,113003.7667,106668.9519,853,672,219595.1914,632822.4056,5,0,0,0
673,642827,1,1,267.82455,854,642827,10535788.86,0,0,0,0,854,673,219900.7336,632289.2977,5,0,0,0
674,642868,1,1,286.4627,853,642868,9742596.427,0,0,0,0,853,674,220610.8948,632270.4048,4,0,0,0
675,642893,1,1,864.3767,853,642893,14698725.78,0,0,0,0,853,675,220632.0083,632310.4467,1,0,0,0
676,642971,1,1,134.46435,851,642971,2991643.485,0,0,0,0,851,676,220249.4566,632118.8541,0,0,0,0
677,643057,1,1,156.0119,854,643057,6137258.284,0,0,0,0,854,677,219980.8292,632272.8892,1,0,0,0
678,643137,1,1,159.785,856,643137,6270698.661,0,0,0,0,856,678,219950.5108,632078.6147,3,0,0,0
679,643139,1,1,317.16055,853,643139,16179945.46,0,0,0,0,853,679,220038.5891,632523.7663,3,0,0,0
680,643230,1,1,145.758,855,643230,5543788.81,0,0,0,0,855,680,220097.1464,632385.6899,5,0,0,0
681,643269,1,1,512.8984,854,643269,20176601.62,0,0,0,0,854,681,219921.6612,632486.674,4,0,0,0
682,643292,1,1,113.0107,836,643292,1837305.337,0,0,0,0,836,682,220318.6563,632767.777,4,0,0,0
683,643302,1,1,247.086,856,643302,9696791.621,0,0,0,0,856,683,219940.5956,632066.456,1,0,0,0
684,643362,1,1,328.53125,833,643362,6189791.831,0,0,0,0,833,684,220194.3526,632670.9776,0,0,0,0
685,643416,1,1,139.2973,854,643416,5479732.689,0,0,0,0,854,685,219928.455,632424.7446,0,0,0,0
686,643430,1,1,224.59855,841,643430,8248471.237,0,0,0,0,841,686,220720.4304,632494.1345,0,0,0,0
687,643434,1,1,681.9895,832,643434,37527973.41,0,0,0,0,832,687,219808.1248,632765.976,5,0,0,0
688,643440,1,1,148.82385,855,643440,5660395.959,0,0,0,0,855,688,220129.5692,632393.6495,2,0,0,0
689,643480,1,1,317.26785,854,643480,12480809.09,0,0,0,0,854,689,220012.8498,632465.6683,4,0,0,0
690,643491,1,1,151.1,854,643491,5944032.004,0,0,0,0,854,690,219932.5898,632349.9998,3,0,0,0
691,643502,1,1,115.7141,835,643502,3718241.175,0,0,0,0,835,691,220429.6424,632809.8141,1,0,0,0
692,643820,1,1,72.462,854,643820,1425269.514,0,0,0,0,854,692,219850.9513,632554.9052,0,0,0,0
693,644017,1,1,163.7186,826,644017,5574094.558,0,0,0,0,826,693,220660.6307,632963.9675,1,0,0,0
694,644183,1,1,140.1131,834,644183,2589430.201,0,0,0,0,834,694,220099.8525,632829.9993,1,0,0,0
695,644215,1,1,158.28615,836,644215,5146769.077,0,0,0,0,836,695,220258.4244,632701.8367,3,0,0,0
